genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1345	HP1285	1361657	1362394	-	738		Acid phosphatase (EC 3.1.3.2)	PLF_209_00000998	PGF_06509908
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1346	HP1286	1362519	1363067	+	549		Protein yceI precursor	PLF_209_00001064	PGF_03232407
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1347	HP1287	1363131	1363784	-	654		Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety, TenA subgroup with Cys in active site	PLF_209_00000985	PGF_00867759
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1348		1364459	1364572	+	114		hypothetical protein	PLF_209_00002657	PGF_01882449
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1349	HP1288	1364584	1364706	+	123		hypothetical protein	PLF_209_00000010	PGF_01867203
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1350	HP1289	1364730	1365215	+	486		hypothetical protein	PLF_209_00001257	PGF_00322767
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1351	HP1290	1365401	1366063	+	663		Predicted thiamin transporter PnuT	PLF_209_00001126	PGF_01868240
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1352	HP1291	1366051	1366665	+	615		Thiamin pyrophosphokinase (EC 2.7.6.2)	PLF_209_00000030	PGF_01719396
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1353	HP1292	1367372	1367722	-	351	rplQ	LSU ribosomal protein L17p	PLF_209_00000412	PGF_00016346
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1354	HP1293	1367722	1368756	-	1035		DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	PLF_209_00000666	PGF_00422271
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1355	HP1294	1368768	1369394	-	627	rpsD	SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent	PLF_209_00000149	PGF_00049893
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1356	HP1295	1369404	1369799	-	396		SSU ribosomal protein S11p (S14e)	PLF_209_00000528	PGF_00049837
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1357	HP1296	1369822	1370184	-	363	rpsM	SSU ribosomal protein S13p (S18e)	PLF_209_00000400	PGF_00049840
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1358		1370183	1370317	+	135		hypothetical protein	PLF_209_00001658	PGF_01872886
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1359	HP1298	1370380	1370598	-	219	infA	Translation initiation factor 1	PLF_209_00000446	PGF_00060431
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1360	HP1299	1370598	1371359	-	762		Methionine aminopeptidase (EC 3.4.11.18)	PLF_209_00000371	PGF_06629251
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1361	HP1300	1371359	1372621	-	1263	secY	Protein translocase subunit SecY	PLF_209_00000243	PGF_05581732
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1362	HP1301	1372664	1373065	-	402	rplO	LSU ribosomal protein L15p (L27Ae)	PLF_209_00000368	PGF_00016342
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1363	HP1302	1373085	1373528	-	444	rpsE	SSU ribosomal protein S5p (S2e)	PLF_209_00000319	PGF_00049896
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1364	HP1303	1373543	1373899	-	357	rplR	LSU ribosomal protein L18p (L5e)	PLF_209_00000338	PGF_00016353
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1365	HP1304	1373913	1374449	-	537	rplF	LSU ribosomal protein L6p (L9e)	PLF_209_00000624	PGF_00016444
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1366	HP1305	1374460	1374855	-	396	rpsH	SSU ribosomal protein S8p (S15Ae)	PLF_209_00000905	PGF_00049906
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1367	HP1306	1374865	1375050	-	186	rpsN	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent	PLF_209_00001679	PGF_00049842
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1368	HP1307	1375060	1375605	-	546	rplE	LSU ribosomal protein L5p (L11e)	PLF_209_00000393	PGF_00016443
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1369	HP1308	1375618	1375839	-	222	rplX	LSU ribosomal protein L24p (L26e)	PLF_209_00000848	PGF_00016377
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1370	HP1309	1375839	1376207	-	369	rplN	LSU ribosomal protein L14p (L23e)	PLF_209_00000289	PGF_00016340
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1371	HP1310	1376210	1376470	-	261	rpsQ	SSU ribosomal protein S17p (S11e)	PLF_209_00001036	PGF_00049854
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1372	HP1311	1376483	1376683	-	201	rpmC	LSU ribosomal protein L29p (L35e)	PLF_209_00001005	PGF_02899131
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1373	HP1312	1376670	1377095	-	426	rplP	LSU ribosomal protein L16p (L10e)	PLF_209_00000369	PGF_00016343
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1374	HP1313	1377098	1377802	-	705	rpsC	SSU ribosomal protein S3p (S3e)	PLF_209_00000422	PGF_00049889
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1375	HP1314	1377806	1378174	-	369	rplV	LSU ribosomal protein L22p (L17e)	PLF_209_00000414	PGF_00016368
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1376	HP1315	1378184	1378420	-	237	rpsS	SSU ribosomal protein S19p (S15e)	PLF_209_00000421	PGF_00049860
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1377	HP1316	1378476	1379306	-	831	rplB	LSU ribosomal protein L2p (L8e)	PLF_209_00000456	PGF_00016393
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1378	HP1317	1379323	1379550	-	228	rplW	LSU ribosomal protein L23p (L23Ae)	PLF_209_00001061	PGF_03990071
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1379	HP1318	1379608	1380255	-	648	rplD	LSU ribosomal protein L4p (L1e)	PLF_209_00000222	PGF_04512522
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1380	HP1319	1380290	1380865	-	576	rplC	LSU ribosomal protein L3p (L3e)	PLF_209_00000370	PGF_00016431
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1381	HP1320	1380902	1381216	-	315	rpsJ	SSU ribosomal protein S10p (S20e)	PLF_209_00000419	PGF_00049828
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1382	HP1321	1381381	1382514	+	1134		Putative ATP-binding protein	PLF_209_00000933	PGF_01888988
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1383	HP1322	1382747	1383325	+	579		hypothetical protein	PLF_209_00001226	PGF_01868932
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1384	HP1323	1383299	1383913	-	615		Ribonuclease HII (EC 3.1.26.4)	PLF_209_00000510	PGF_00048556
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1385	HP1324	1383944	1384195	-	252		hypothetical protein	PLF_209_00001310	PGF_01869550
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1386	HP1325	1384217	1385608	-	1392	fumC	Fumarate hydratase class II (EC 4.2.1.2)	PLF_209_00000722	PGF_00006461
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1387	HP1326	1385783	1386160	+	378		hypothetical protein	PLF_209_00001046	PGF_12802845
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1388	HP1327	1386165	1387403	+	1239		hypothetical protein	PLF_209_00000082	PGF_01888191
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1389	HP1328	1387400	1388416	+	1017		CzcABC family efflux RND transporter, membrane fusion protein	PLF_209_00010161	PGF_08077114
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1390	HP1329	1388417	1391524	+	3108		CzcABC family efflux RND transporter, transmembrane protein	PLF_209_00000609	PGF_01025472
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1391	HP1330	1391527	1391874	-	348		branched-chain amino acid transport	PLF_209_00001015	PGF_08358641
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1392	HP1331	1391868	1392554	-	687		Branched-chain amino acid transport protein azlC	PLF_209_00001146	PGF_02891075
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1393	HP1332	1392565	1393674	-	1110		Chaperone protein DnaJ	PLF_209_00000634	PGF_10301134
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1394		1393713	1393847	-	135		hypothetical protein	PLF_209_00001438	PGF_00354059
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1395	HP1333	1393853	1394947	+	1095		hypothetical protein	PLF_209_00000658	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1396	HP1334	1395156	1395830	+	675		hypothetical protein	PLF_209_00001663	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1397	HP1335	1395894	1396922	-	1029	mnmA	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	PLF_209_00000249	PGF_07304022
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1398	HP1336	1397061	1397822	+	762		hypothetical protein	PLF_209_00000959	PGF_01889207
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1399	HP1337	1397819	1398334	-	516		Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	PLF_209_00000830	PGF_08432396
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1400	HP1338	1398327	1398797	-	471		Nickel responsive regulator NikR	PLF_209_00000535	PGF_00025517
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1401	HP1339	1399099	1399536	+	438		Ferric siderophore transport system, biopolymer transport protein ExbB	PLF_209_00000152	PGF_00004511
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1402	HP1340	1399533	1399922	+	390		Biopolymer transport protein ExbD/TolR	PLF_209_00000589	PGF_05541499
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1403	HP1341	1399888	1400745	+	858		putative TonB-dependent receptor	PLF_209_00000825	PGF_10404334
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1404	HP1342	1400936	1403011	+	2076		Outer membrane protein (Omp29) (Omp5)	PLF_209_00000022	PGF_01877694
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1405		1403097	1403210	-	114		hypothetical protein	PLF_209_00001840	PGF_01874345
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1406	HP1343	1403168	1403896	-	729		Integral membrane protein	PLF_209_00001032	PGF_10317621
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1407	HP1344	1403903	1404859	-	957		Magnesium and cobalt transport protein CorA	PLF_209_00000772	PGF_04846590
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1408	HP1345	1404875	1406083	-	1209	pgk	Phosphoglycerate kinase (EC 2.7.2.3)	PLF_209_00000184	PGF_02277678
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1409	HP1346	1406099	1407091	-	993		NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	PLF_209_00000154	PGF_00024478
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1410	HP1347	1407180	1407881	-	702		Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)	PLF_209_00000585	PGF_00066139
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1411	HP1348	1407878	1408600	-	723		Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	PLF_209_00000598	PGF_04252606
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1412	HP1349	1408587	1409750	-	1164		Putative periplasmic protein	PLF_209_00000810	PGF_00043025
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1413	HP1350	1409757	1411121	-	1365		Carboxyl-terminal protease	PLF_209_00000843	PGF_01223583
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1414	HP1351	1411346	1412218	-	873		hypothetical protein	PLF_209_00000201	PGF_00332113
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1415	HP1352	1412218	1413297	-	1080		adenine specific DNA methyltransferase (HINFIM)	PLF_209_00001279	PGF_00068005
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1416		1413441	1413578	-	138		Adenine-specific DNA methyltransferase	PLF_209_00001507	PGF_01155559
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1417	HP1353	1413719	1414261	-	543		Adenine-specific DNA methyltransferase	PLF_209_00001456	PGF_01155559
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1418	HP1354	1414536	1417043	-	2508		Adenine-specific DNA methyltransferase	PLF_209_00034738	PGF_01155559
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1419	HP1355	1417068	1417889	-	822		Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	PLF_209_00000568	PGF_04828114
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1420	HP1356	1417889	1418899	-	1011		Quinolinate synthetase (EC 2.5.1.72)	PLF_209_00000441	PGF_02278006
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1421	HP1357	1418889	1419692	-	804		Phosphatidylserine decarboxylase (EC 4.1.1.65)	PLF_209_00007216	PGF_03938996
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1422	HP1358	1419686	1420192	-	507		hypothetical protein	PLF_209_00001139	PGF_01868355
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1423	HP1359	1420205	1420690	-	486		hypothetical protein	PLF_209_00001240	PGF_01869024
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1424	HP1360	1420692	1421489	-	798	ubiA	Menaquinone via futalosine polyprenyltransferase (MenA homolog)	PLF_209_00000193	PGF_05416147
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1425		1421476	1421619	+	144		hypothetical protein	PLF_209_00001356	PGF_01869992
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1426	HP1361	1421605	1422918	-	1314		DNA internalization-related competence protein ComEC/Rec2	PLF_209_00000635	PGF_06887246
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1427	HP1362	1422915	1424381	-	1467		Replicative DNA helicase (DnaB) (EC 3.6.4.12)	PLF_209_00000797	PGF_10518765
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1428	HP1363	1424392	1425792	-	1401		NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)	PLF_209_00000559	PGF_06230969
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1429	HP1364	1425795	1426988	-	1194		Two-component system sensor histidine kinase	PLF_209_00000857	PGF_12706453
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1430	HP1365	1426963	1427604	-	642		Two-component transcriptional response regulator, LuxR family	PLF_209_00013055	PGF_09666309
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1431	HP1366	1427688	1428959	-	1272		type IIS restriction enzyme R protein (MBOIIR)	PLF_209_00001265	PGF_00414419
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1432	HP1367	1428975	1429751	-	777		hypothetical protein	PLF_209_00001428	PGF_01870675
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1433	HP1368	1429744	1430607	-	864		type II restriction modification system, methylation subunit	PLF_209_00001397	PGF_00414361
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1434		1430856	1432280	+	1425		Type III restriction-modification system methylation subunit (EC 2.1.1.72)	PLF_209_00001256	PGF_00063471
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1435	HP1369m	1432418	1433284	+	867	mod	Type III restriction-modification system methylation subunit (EC 2.1.1.72)	PLF_209_00005053	PGF_00063471
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1436	HP1371	1433295	1436201	+	2907		type III restriction enzyme R protein	PLF_209_00004469	PGF_02941084
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1437	HP1372	1436251	1436997	-	747		Rod shape-determining protein MreC	PLF_209_00000880	PGF_10369954
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1438	HP1373	1437001	1438044	-	1044		Rod shape-determining protein MreB	PLF_209_00000245	PGF_00648450
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1439	HP1374	1438087	1439427	-	1341	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	PLF_209_00000280	PGF_00016338
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1440	HP1375	1439429	1440241	-	813		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	PLF_209_00000765	PGF_00033729
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1441	HP1376	1440245	1440724	-	480	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	PLF_209_00000573	PGF_07504595
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1442	HP1377	1440896	1441336	-	441		Flagellar assembly factor FliW	PLF_209_00001178	PGF_00005290
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1443	HP1378	1441694	1442356	+	663		competence lipoprotein (comL)	PLF_209_00000675	PGF_00069943
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1444	HP1379	1442398	1444905	+	2508		ATP-dependent protease La (EC 3.4.21.53) Type I	PLF_209_00000081	PGF_04438983
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1445	HP1380	1444902	1445741	+	840		Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	PLF_209_00000603	PGF_00036551
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1446	HP1381	1445850	1446026	+	177		hypothetical protein	PLF_209_00001763	PGF_01873788
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1447	HP1382	1446085	1446477	-	393		hypothetical protein	PLF_209_00043068	PGF_12710614
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1448	HP1383	1446593	1446928	+	336		hypothetical protein	PLF_209_00035332	PGF_07661997
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1449	HP1384	1446953	1447156	-	204		Uncharacterized protein HP1384	PLF_209_00001202	PGF_01868842
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1450	HP1385	1447156	1448028	-	873		Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	PLF_209_00000826	PGF_00006380
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1451	HP1386	1448099	1448752	+	654		Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	PLF_209_00000375	PGF_10245672
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1452	HP1387	1448730	1449674	+	945		DEDDh 3'-5' exonuclease domain of the epsilon subunit of DNA polymerase III	PLF_209_00000844	PGF_01869354
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1453	HP1388	1450188	1450637	+	450		hypothetical protein	PLF_209_00001533	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1454	HP1390	1451004	1451504	-	501		hypothetical protein	PLF_209_00001875	PGF_00158864
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1455	HP1391	1451757	1452053	-	297		hypothetical protein	PLF_209_00001172	PGF_01868705
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1456	HP1392	1452072	1453379	-	1308		Fibronectin/fibrinogen-binding protein	PLF_209_00000792	PGF_09945387
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1457	HP1393	1453376	1454950	-	1575		DNA repair protein RecN	PLF_209_00000868	PGF_10462371
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1458	HP1394	1454965	1455819	-	855		NAD kinase (EC 2.7.1.23)	PLF_209_00000499	PGF_08421732
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1459		1455842	1455979	+	138		hypothetical protein	PLF_209_00004874	PGF_00805995
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1460	HP1395	1456007	1456735	+	729		outer membrane protein (omp30)	PLF_209_00000990	PGF_01889266
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1461	HP1396	1456778	1457644	-	867		hypothetical protein	PLF_209_00000024	PGF_01879758
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1462	HP1397	1457652	1458467	-	816		RloF	PLF_209_00005065	PGF_12670707
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1463	HP1398	1458582	1459724	-	1143		Alanine dehydrogenase (EC 1.4.1.1)	PLF_209_00000942	PGF_04306800
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1464	HP1399	1459926	1460894	+	969		Arginase (EC 3.5.3.1)	PLF_209_00000823	PGF_00064169
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1465	HP1400	1461383	1463959	+	2577		Iron(III) dicitrate transport protein FecA	PLF_209_00000092	PGF_00015394
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1466	HP1401	1464048	1464755	-	708		Putative predicted metal-dependent hydrolase	PLF_209_00000879	PGF_00970735
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1467	HP1402	1464755	1467733	-	2979		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	PLF_209_00000071	PGF_00414310
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1468	HP1403	1467803	1470256	+	2454		Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	PLF_209_00000029	PGF_03084064
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1469		1470528	1470725	+	198		hypothetical protein	PLF_209_00000004	PGF_01885931
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1470	HP1405	1470728	1470952	+	225		hypothetical protein	PLF_209_00000004	PGF_01885931
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1471	HP1406	1471119	1471967	+	849		Biotin synthase (EC 2.8.1.6)	PLF_209_00000753	PGF_01400330
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1472	HP1407	1471967	1472845	+	879		Inner membrane protein YihY, formerly thought to be RNase BN	PLF_209_00000532	PGF_05930156
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1473		1473259	1473390	+	132		hypothetical protein	PLF_209_00041616	PGF_10400794
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	rRNA	fig|85962.8.rna.38	HPr06	1473918	1476805	-	2888	HPrrnB23S	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1474		1477033	1477170	+	138		hypothetical protein	PLF_209_00001932	PGF_01875084
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1475		1477420	1477587	-	168		hypothetical protein	PLF_209_00036576	PGF_08177051
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1476	HP1408	1477542	1477877	+	336		hypothetical protein	PLF_209_00001489	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1477	HP1409	1477930	1479663	+	1734		RloF	PLF_209_00008260	PGF_00049126
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.1478	HP1410	1479704	1480888	+	1185		hypothetical protein	PLF_209_00000088	PGF_01888514
